"role_definition","role_table"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01_02","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01a_02","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01a_02_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01b_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01b_02_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_01c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_02_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_02_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_02_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_02_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_03_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_03a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_03a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_03c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_03c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_04_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_04_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_04c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_011_04c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01_02","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01_03","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01_03"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01_03_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01_03_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_02","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_02_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_03","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_03"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_03_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01a_03_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01b_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01b_02_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01c_02","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_01c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02_02","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02_03","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02_03"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02c_02","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_02c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03_01_LastQuarter"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03_01_39_LastQuarter"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03a_01_39_LastQuarter"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_03c_01_LastQuarter"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04b_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_012_04c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01b_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_01d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03_01_LastQuarter"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03a_01_39_LastQuarter"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03b_01_LastQuarter"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03c_01_LastQuarter"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_03d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04b_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_013_04c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01a_01/1","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01a_01_39/1","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01b_01/1","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01b_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01b_01_39/1","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01c_01/1","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01d_01/1","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_014_01d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01_01/1","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01_01_39/1","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01d_01/1","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_01d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_02_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_02_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_015_03_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_01_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_01_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_01a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_02_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_02_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_02_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_02_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_02a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_02a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_02a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_02a_01_39_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_03_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_03_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_03a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_03a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_03a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_03a_01_39_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_04_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_04_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_04_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_04_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_04a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_04a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_04a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_04a_01_39_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_05a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_05a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_05a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_05a_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_06a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_06a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_06a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_016_06a_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01b_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01b_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01d_01_dop","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_01d_01_dop"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02a_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02b_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02c_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_02d_01_comparative"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_03_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_03b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_03b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_03d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_017_03d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01_02","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01_02"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01d_01_dop","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_018_01d_01_dop"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_01a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_01a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_01b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_01b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_01c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_01c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_02a_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_02a_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_02b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_02b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_02c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_019_02c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01_02","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01_02"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01_02_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01_02_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01b_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01b_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_01c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03a_01_39","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03a_01_39"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03c_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03c_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03d_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03d_01"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03d_01_dop","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_020_03d_01_dop"
"http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_021_01_01","http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/FR_2_021_01_01"
