rinok;role_definition;role_table
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420003_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420003_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420812;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420812
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420812;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420812_LastQuarter
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420812_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420812_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420812_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420812_LastQuarter_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420843;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420843
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420843;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420843_LastQuarter
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420843_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420843_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420843_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420843_LastQuarter_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420902;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420902
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420902_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_0420902_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_INS;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_INS
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_INS_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_INS_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_JTINS;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_JTINS
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_JTINS_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_JTINS_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_NPF;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_NPF
